"message","warm"
"Hello, I am writing you to inform you that I am interested in purchasing the IPhone6 that you are advertising,but to be honest, the price of $155 is a bit much. I can give you cash immediately, but I absolutely will not pay more than $115 for this phone. I am available and can come to you as soon as possible. Please contact me at this phone number (***)***-****. Thank You. Sincerely, Buyer",FALSE
"Hi there - really great offer for the phone. I have been looking everywhere for this phone and came across your great post. I wanted to buy the for $115 - I promise to take great care of this and am super reliable in getting your money to you efficiently. Please let me know if you can come down to this pricing for this item. Would mean the world to me. Thank you~~",TRUE
"This phone is in mint condition and I am selling it for $115.",FALSE
"Hello,  I would be willing to buy this phone right now if the price is brought down to $115.",FALSE
"I will buy your phone for $115. That is the best I can do. I can't do a penny more. Let me know.",FALSE
"I need this IPhone. I will give you $115 for it. You must sell it to me.",FALSE
"Hello, I'm interested in your iPhone but $155 sounds kinda high. I was wondering if you would drop the price down to $115. I got it in my hand ready to go.",FALSE
"Hello, I am very interested in your phone! I think it looks great and is exactly what I have been needing, you have taken great care of it. I was hoping you would be willing to negotiate on the price, I can offer $115 for the phone. I still think that is a great deal for you and would benefit us both very much. I hope to hear from you soon, thank you!",TRUE
"Hello!  I saw your ad on Craigslist and that's the exact phone I've been looking for!  Unfortunately, it's higher than the budget my company's given me to purchase a new phone.  Is there any chance you'd be willing to part with it for $115?",TRUE
"Good morning. I'm really interested in purchasing this phone from you. I know the asking price is $155, but was hoping you might consider coming down to $115 on the price, as it's all I have to spend on this phone. I need it for work, and am on a maximum budget of $115 for a phone. I hope you'll please find it in your heart to considered my offer. I look forward to hearing from you. Have a wonderful day.",TRUE
"Hey, I am interested in buying the phone. It seems like a nice phone. I would like to buy it for 115. ",TRUE
"Hello,  I would like to purchase your IPhone 6 for sale. I will pay $115 for it and that is the absolutely highest that I will pay, absolutely no negotiation on the price. You need to sell the phone and I need to purchase one. Let's make this deal work for both of us. Accept my deal of $115 and you will no longer have to worry about finding another buyer, which may not even be out there. Plus you can be finished with the deal and be able to focus your time on more important matters in your life. It's a good deal for both of us so let's make it happen.  Thank you, Jamey",FALSE
"Hello, I see that you have the phone I have been looking for a long time. It looks like it is in great shape. Would it be possible to buy it for $115? Money is really tight this month and my kid has been sick all week, I have a lot of doctor bills. Thanks.",TRUE
"Hey, about the iPhone 6+, do you think we could make a deal on it? I've got a firm budget of $115, and I would be willing to trade something in addition to that. What do you think?",TRUE
"I am willing to give you $115 for your like new phone.Considering the condition and the fact that after all this is a used phone my offer is very fair.I am willing to make this deal as soon as possible as I am in the market for a new phone.",FALSE
"Hello there!  I couldn't help but notice this beautiful phone while I was looking through the listings. It looks like you took really great care of it! I would love to buy this phone from you, but am on a bit of a budget. I need the phone for work, and was hoping I might be able to negotiate with you. Could I possibly interest you in buying it for $115 cash? Thank you so much in advance for your consideration.",TRUE
"Hello, I'm interested in buying your phone asap. I am a serious buyer with $115 cash. Please contact me and I will be ready to make the transaction at your earliest convenience. Thank you.",FALSE
"I think this is a good product and is a great quality brand. I would like to offer $115 dollars for this product. I think this is a reasonable offer for this product.",TRUE
"I like your phone, but 155 is a more than I am willing to pay right now. I will give you $115 cash money today for it. Let me know soon, please. ",FALSE
"Hello, I am interested in the phone you have for sale. It looks like something that might work for me. Would you being willing to accept $115?",TRUE
"I really love the iPhone you have listed for sale.  You have obviously taken exceptional care of it.  I can only afford to pay $115 for a cell phone.  I would love to purchase your phone.  I would take loving care of it like you have.",TRUE
"Hey,  I think the most I can pay for your phone is $115. I have seen lot of other offers in Amazon selling around $100. If you can sell for $115 we can go ahead with the deal. I do not appreciate back and forth emails in this regard. Thank you.",FALSE
"Hi - I saw your IPhone 6 plus for sale on Craigslist. I'm interested but I can only spend $115. Will that work for you?",TRUE
"I just saw your advert on Craiglist and I am interested in purchasing.  I can offer you $115 for this iPhone.  I checked the prices of similar items on eBay and I think this is a very fair price.  I have also made an offer on a similar iPhone on eBay but if you accept my offer I will cancel the one I made on ebay.",FALSE
"Hi, I am looking for this exact iPhone.  My company is giving me $115 as my budget to buy a new phone, would you at all be interested in coming down in your asking price? Thanks so much.",TRUE
"Hi I am very interested in getting this phone.  Would you be willing to accept $115?  This would be a birthday gift for my daughter and unfortunately that is the most I can afford.",TRUE
"I am interest in purchasing the iPhone you have listed on Craigslist. I am willing to offer you $115 for the phone. I have seen several other phones in the same condition as yours for that price, but I will purchase yours first if you are able to sell the phone to me at the price I am requesting.",FALSE
"Hello, I'm interested in your phone. I've been looking for one like this, and as you describe it, it sounds pretty good. I'm trying to get one for my workplace, so as you might imagine, I'm on a pretty tight budget. I am able to offer you $115 for it.",TRUE
"I want this IPhone 6. It has exactly what I am looking for. I am offering $115 for it and no more.",FALSE
"I would like to get this phone from you but I only can come up with $115. IF I could come up with more I would. This is as close as I ever come to getting this type of phone I hope that you can see your way clear to take my offer it would",TRUE
"Hello, I'm interested in buying your phone. I have a firm budget and absolutely will not spend more than $115.  Let me know if this price is acceptable to you.",FALSE
"I could only go as high for $115,  final offer, if my offer's not acceptable then there's no need for discussion. I am strongly confident that my offer of $115 is the highest I could go and is absolutely fair in terms of the condition of the product that I am buying. Since it's already unlocked and used then my offer is very acceptable in my opinion, my final offer.",FALSE
"Hi,  I am interested in purchasing your iPhone 6. Compared to other listings of the same model in similar condition, your price is quite high. I can offer you $115 dollars for the phone and I am ready to purchase it today. Could we meet somewhere convenient for both of us so I can pick up the phone? Thanks.",FALSE
"Good afternoon! I hope you are well. I am very interested in your phone for sale, is there any way you would be willing to accept $115? That is my max allowance from work and this is just what I have been wishing for!",TRUE
"Hello, I love this phone, I think it great. Your offer is a very good one, but sadly I can't afford that. I would feel more comfortable at a price of $115. Thank you.",TRUE
"I'm really interested in your phone. I'm on a strict budget and could offer you $115 for it. Please text or call me at 727-889-7479. Thanks Steven.",TRUE
"Hello I am interested in your iPhone and would like to make an offer on it. This is my one and only offer so please do not resend me an offer as I will not even look at it. My offer is 115 as I believe that is fair for the age of the phone and style. Again this is my only offer so simply a yes or no.",FALSE
"Hello!  I just saw your post for the Iphone 6 Plus 64 GB for $155.  I am extremely interested in purchasing the phone and would be willing to pay $115.  I am able to pay cash and meet to complete the purchase anytime you are available.  Please let me know if you accept my offer, and if so when you are available to meet.  Thank you so much and hope to hear from you soon!  Best, ______",TRUE
"Hi!  Wow good post I really need a phone like this. I have $115 right now. It will be a miracle if you say yes, I will go to you and everything. Just tell me where to go and I will there in a few hours, same day. I can take it off your hands and give  you quick cash. At the same time you will help me out so much. I really appreciate it. ",TRUE
"I would like to purchase this item. However I will not pay more than $115. Please let me know if you accept my offer.",FALSE
"I saw your post for the iPhone on Craiglist. I'm interested, but not at the price you are offering. With the new models coming out, it is getting to be outdated so I can offer you $115.  That's a fair price given that the phone is used.  At $115 we have a deal, otherwise I'm going to pass.",FALSE
"The phone seems to be in fairly good condition but is a rather old model. I would like to offer $115 because that is a fair price for the phone. I am firm on that number and will not budge.",FALSE
"Hi there. I would love to make an offer on this phone. I can only pay $115. I also think it is a reasonable offer. I have seen others selling the phone for less. I look forward to hearing from you.",TRUE
"Hello, I'd like to purchase this phone. I see your asking price is $155 but as it is used and not the newest model that Apple has, I will offer you $115 for the phone. ",FALSE
"I am interested in your IPhone6.  As it is used (although in good condition) and it is now dated, I am willing to offer $115.  This is the most I will offer.",FALSE
"Hello. I am looking for a phone, and I am interested in purchasing this one from you. My maximum budget is $115 cash. You can get this phone sold today! Very interested. Let me know.",FALSE
"I am interested in purchasing the IPhone that you are selling, however I don't believe the phone is worth $155.  I am skeptical of the pristine condition claims that you are making, and I don't want to purchase a poorly performing and/or damaged phone.  I am willing to offer $115 for the phone, and not a penny more.  I await your reply.",FALSE
"If you really want to sell it, I 'll take it for 115",FALSE
"Hello! This is exactly the phone I looking for. However, my employer has given me a budget of $115. Would you consider selling me this phone for $115? Thank you!",TRUE
"Hello,  I came across your ad for the phone are you selling.  It is exactly what I've been looking for, I would gladly pay the asking price however I'm extremely limited to $115.  I know this is a very low number for your product  when I actually feel ashamed for this offer.  Do you think you can help me?",TRUE
"I have $115 to spend on a phone and that is all. I can't go over that. I would like your phone. Sell it to me for $115",FALSE
"Hello.  I'm very interested in your phone.  Is it still available?  I have $115 to offer, would you be willing to accept that offer?  I'm shopping for a work phone and I've only been given a budget of $115 to spend.  Hopefully you will consider my offer.  Thank you. ",TRUE
"Hi, I really need that phone.  I have been looking for that phone for a while.  I can only pay $115 because I am on a strict budget.  I don't think you would be able to sell it for much more than that anyway.  ",FALSE
"I am interested in your phone for $115. I have a budget provided by my employer for this amount only. Contact me at your earliest convenience if this is acceptable.",FALSE
"I want to purchase this iPhone for $115, can`t go any higher.",FALSE
"I am willing to give $115 for your item. I certainly want it and need it for work. I am certain that you can settle for my offer.",FALSE
"Hi, I saw your ad for your Almost New iPhone 6 Plus 64GB for $155 and I was wondering if you might be able to take $115 for it. $115 is the max of my budget and I have been looking everywhere for this phone. I really would appreciate it if you can get back to me with your thoughts. Thank you so much!",TRUE
"Hi!  I saw your listing on Craigslist and am very interested in purchasing the phone.  However, I only have $115.  Is there anyway you could consider letting it go for a little bit less than your asking price?  Please consider it, as it is the exact phone I have been looking for.  Thank you in advance, and I look forward to hearing back.",TRUE
"Hello, I'm interested in buying the phone you put up for sale. I've been looking for this exact make, model and condition for a long time but I have a dilemma. I have a budget to how much I can possibly spend on this phone. My budget is $115. I know this is lower than you have listed but please understand that I can't go any higher and  will buy immediately.",FALSE
"Hello,  I have reviewed your posting, and I am interested in purchasing your phone.  However, I am only willing to pay $115 given its used condition.  The offer is only good for today, please respond as promptly as possible.  Thank you.",FALSE
"Hello there.  I came across your posting for the IPhone 6 and I am very interested in it. I was wondering if you would be willing to negotiate the price with me a bit. I could buy it for $115 and pick it up from you where ever is most convenient.  Thanks for all your time. Have a good day.",TRUE
"Hi, I am interested in the phone.  The most I can offer you is 115 dollars in cash.  That is my final offer, do you accept?",FALSE
"Hello, how is your day? I came across your ad and am very interested in making you an offer. However I can only offer you $115 due to money issues. Will you be willing to accept this offer? ",TRUE
"Hello,  I am interested in the iPhone you have listed. However, I cannot afford the $155 price. The very most I can pay is $115. Would you be willing to sell at a lower price? I would really appreciate your consideration.   Thank you very much. ",TRUE
"Hello,  Hope you are doing well.  I recently saw your posting for the iPhone 6 Plus for sale and I am interested.  I would love to come by and buy it from you today. I can pay you in cash.  Would you be willing to sell it to me for $115 paid in cash today?  Thanks so much. I really appreciate it.",TRUE
"Hello! I see that you are selling an IPhone 6 Plus 64GB version. I see that you took good care of it, so I am sure it works as new as you've claimed. My only issue is that the price is a tad too high for my liking. I can offer $115 for it.",TRUE
"Hello, I see you are selling your phone at about 155. I want to make an offer of $115. It looks great and willing to take off your hands. So can you please write back with your offer.",TRUE
"Hello, I am very interested in the phone, but I can only pay $115 for it. I can pay you in cash, and I can meet you today to pick it up. Let me know if that works, and we can set up a time to meet up. Thanks!",FALSE
"So here's the deal, I have a friend that has this EXACT phone that they are willing to sell me for $75 (yes, only $75). Your phone is in much better shape, and I'd love to buy it from you. Here's the thing, though. I would not pay a penny over $115 for this phone. Sound good? It's an older model, so $115 is asking a lot. If that doesn't work for you, I'll buy my friend's phone for $75.  That's my offer.",FALSE
"Hello, I am interested in the Iphone that you have listed.  I am offering you $115.00 in immediate cash.  I can come pick the phone up immediately.  Please give me a call when you are ready to set up a meeting time.",FALSE
"Hi there! I  m really interested in buying your phone and was wondering if you are flexible with the price. I would like to offer you $115, but I understand if the price is fixed. Let me know what you think. Thank you!",TRUE
"Hello. I am very interested in the 64 GB iPhone 6 for sale. My budget limit is $115, so that's my maximum and only offer. Prompt payment is assured!",FALSE
"Hello, you have the perfect phone that I need and want.  The problem is that I only have $115. If you sell this phone to me I will give it a good home and take care of it.",TRUE
"Hey friend,  I am absolutely in love with your phone. This is exactly what I've been looking for. I know you're asking $155 which I think is a totally fair price, but I find myself in a situation where I cannot spend anymore than $115 on this phone. Would you be willing to help me out and take $115 for it today? I would really appreciate it.  Hope you're doing well, X",TRUE
"Please accept my offer of $115. That's s a very fair offer for the used phone you're selling. I won't go any higher than $115.",FALSE
"Hello, I saw your ad online and would like to make an offer of 115 dollars.  That is the best offer i can give to you.  Please contact me if you are interested.",FALSE
"Hello. I would like to purchase this item for exactly $115 cash. I will meet you in any reasonably close location and am willing to work around your schedule to best fit your needs. You will not regret your decision. Thank you.",FALSE
"Good Afternoon,  I saw that you are currently selling an iPhone 6 and I am interested in buying this from you. I was given a budget of $115 to purchase a new phone and was wondering if you would be able to meet me at this price point. If you are interested, please feel free to reach out to my email! Thank you for your consideration and I hope you have a great day.  Sincerely, Phone-Buyer",TRUE
"Hello, The phone looks great! I have been looking for one. I have $115 that I can give right now for the phone.",TRUE
"Dear Seller, I would like to buy this phone, but my current budget is $115; I will appreciate if you accept the deal. Moreover, I would like to know whether you have got the bill and other accessories along or not. Thanking you in advance. Regards, Buyer.",TRUE
"I saw your listing. I'd like to see the phone details.  If everything is acceptable I'll offer $115 for the phone, firm.",FALSE
"Hi, I was wondering if you would accept $115 for the iphone. It looks like it is in good condition, and you seem like a nice person. Looking forward to meeting you.",TRUE
"Hi I saw your ad and really like this phone. I am on a tight budget and was wondering if you could help me out. I have $115 for your phone. I hope your willing to think about it.",TRUE
"Hi,  I hope this message finds you well. I'm following up regarding the posting of the iPhone 6. This looks like a really good find. Is there a chance you're open to lowering the price? I can offer you $115 immediately.  Please feel free to reach if you have any other questions. Thanks!",TRUE
"Hello, I'm interested in your advertisement about the IPHONE 6 Plus 64 GB. I am looking at a couple others listing for the same exact model, also in relatively """"almost new"""" state, but my offer is $115, no more before I take my offer elsewhere. I can assure you that you won't find a higher offer than this for an IPHONE 5 plus 64gb in your condition as I've already done my research.",FALSE
"Hey I would like too offer $115 for the cell phone. I like the deal but I need cheaper.",TRUE
"I would like to buy your phone, but I think the price is a bit too high. Will you accept $115?",FALSE
"Hello, I am very interested in buying your iPhone! I am however on a budget. I have cash in hand and can meet you today if you are willing to take $115. Thank you for your time. ",TRUE
"I came across your listing and I am interested in the phone you have listed. From your post and pictures it seems like it is in good condition, but since it is used I wouldn't be willing to go any higher than $115. Let me know if that price will work for you.",FALSE
"Hi there!  I think this phone is fantastic and very attractive.  Listen, I'm  seriously considering making an offer, and don't want to offend, but would you be willing to take $115?  ",TRUE
"Hello  there,   I am interested in purchasing your new iPhone that is for sale. I was wondering if you cold provide with the ESN so that I can be sure it is clean myself before purchasing. However, as a recent college graduate I am on a tight budget. I desperately need a phone for work. Would you be willing to take $115 for the phone? I look forward to hearing from you! Thank you and have a nice day.",TRUE
"Hello, I happen to be in the market for a like new IPhone 6 you are selling. Unfortunately it appears to be outside of my current budget for now. I know its a long shot but I figured it would not hurt to inquire about possibly selling below your current asking price for $115? I can send/deliver payment at your earliest convenience via cash,  Paypal or Google Wallet.  I understand if this is an unappealing/unreasonable request.",TRUE
"Hi,  you have a great phone there. I would like to make you an offer of $115. I am willing to take it out of your hands asap. ",TRUE
"I am very interested in your cell phone. It appears to be in great condition. I would be willing to offer you $115 for it. Please let me know if this price sounds reasonable to you.",TRUE
"I am interested in your IPhone 6. I am willing to offer $115 for the phone, considering it has been used and it is an old model. I will buy this immediately for my offered price. ",FALSE
"Hi, I'm interested in buying your iPhone. I would like to offer you $115 for the phone. Please let know what you think. I will be expecting your reply",FALSE
